round,train_acc,val_acc,test_acc,dataset,model,method,seed,mean_client_test_acc
1,,,0.45985401459854014,Cora,gcn,fedsira,0,0.4449077329305033
2,,,0.7956204379562044,Cora,gcn,fedsira,0,0.7897839717606022
3,,,0.8321167883211679,Cora,gcn,fedsira,0,0.8266697649587892
4,,,0.8503649635036497,Cora,gcn,fedsira,0,0.8452366197854063
5,,,0.8704379562043796,Cora,gcn,fedsira,0,0.8660165383698789
6,,,0.8686131386861314,Cora,gcn,fedsira,0,0.8650101051376392
7,,,0.864963503649635,Cora,gcn,fedsira,0,0.8601300111645662
8,,,0.8686131386861314,Cora,gcn,fedsira,0,0.8646288894034824
9,,,0.8631386861313869,Cora,gcn,fedsira,0,0.8588396450507705
10,,,0.8722627737226277,Cora,gcn,fedsira,0,0.8681003098901829
11,,,0.8667883211678832,Cora,gcn,fedsira,0,0.8636094813006826
12,,,0.8631386861313869,Cora,gcn,fedsira,0,0.8600032434839185
13,,,0.864963503649635,Cora,gcn,fedsira,0,0.8618550953357704
14,,,0.8667883211678832,Cora,gcn,fedsira,0,0.8637069471876222
15,,,0.8631386861313869,Cora,gcn,fedsira,0,0.8609829328507047
16,,,0.8576642335766423,Cora,gcn,fedsira,0,0.8547334201801394
17,,,0.8558394160583942,Cora,gcn,fedsira,0,0.8528495589433371
18,,,0.8631386861313869,Cora,gcn,fedsira,0,0.8600032434839185
19,,,0.8576642335766423,Cora,gcn,fedsira,0,0.8547673760375248
20,,,0.8576642335766423,Cora,gcn,fedsira,0,0.8551544728117184
21,,,0.8576642335766423,Cora,gcn,fedsira,0,0.8551037905505098
22,,,0.8558394160583942,Cora,gcn,fedsira,0,0.8526154114831834
23,,,0.864963503649635,Cora,gcn,fedsira,0,0.8626866365544086
24,,,0.8613138686131386,Cora,gcn,fedsira,0,0.8590803987376443
25,,,0.8631386861313869,Cora,gcn,fedsira,0,0.8611778646245838
26,,,0.864963503649635,Cora,gcn,fedsira,0,0.8631009415476608
27,,,0.8631386861313869,Cora,gcn,fedsira,0,0.8610091736664192
28,,,0.8576642335766423,Cora,gcn,fedsira,0,0.8554029358496551
29,,,0.8594890510948905,Cora,gcn,fedsira,0,0.8569556424023617
30,,,0.8576642335766423,Cora,gcn,fedsira,0,0.8553317107784301
31,,,0.8558394160583942,Cora,gcn,fedsira,0,0.8529790342152271
32,,,0.8594890510948905,Cora,gcn,fedsira,0,0.8568141596632557
33,,,0.8631386861313869,Cora,gcn,fedsira,0,0.860568545628168
34,,,0.8594890510948905,Cora,gcn,fedsira,0,0.8569556424023617
35,,,0.8540145985401459,Cora,gcn,fedsira,0,0.8509584914052107
36,,,0.8576642335766423,Cora,gcn,fedsira,0,0.8549948580886362
